Id,Probability
1,0.25582613678467436
2,0.22553790053867534
3,0.0773334591273979
4,0.25902660894426943
5,0.18395137836221154
6,0.14947949858562398
7,0.22878225942390704
8,0.1284190906045105
9,0.06819449811373254
10,0.887957328028301
11,0.07320424572761047
12,0.08038444754130647
13,0.06819449811373254
14,0.1728430275671353
15,0.17896319768574553
16,0.0793423140755224
17,0.15491301447929187
18,0.10063893687161403
19,0.4237501713222313
20,0.23917357691155267
21,0.08034224759886631
22,0.09814379246445706
23,0.06832466676295158
24,0.6955376051355543
25,0.3290181548515915
26,0.10386195118674077
27,0.18199146501699512
28,0.10459101401025325
29,0.19969432325663483
30,0.07451451684563917
31,0.2793433100832529
32,0.06819449811373254
33,0.06819449811373254
34,0.26004507509897473
35,0.681999792831123
36,0.15793626801065175
37,0.11651391325654437
38,0.10364313843528428
39,0.07437349698655135
40,0.14020186592839137
41,0.30019092246219725
42,0.403731029606604
43,0.25289562413172983
44,0.06832466676295158
45,0.20415498082868175
46,0.06819449811373254
47,0.06819449811373254
48,0.12902358170266465
49,0.06819449811373254
50,0.18962555057425193
51,0.08118997185934303
52,0.10572705059339273
53,0.0733432242337175
54,0.20734925217868586
55,0.07638498603241921
56,0.282979077876059
57,0.09546545883137832
58,0.35414709656234983
59,0.35383414337757335
60,0.34082306691003367
61,0.14630500561203078
62,0.0728325488294198
63,0.06819449811373254
64,0.06819449811373254
65,0.06832466676295158
66,0.10269422288646556
67,0.07276178980024729
68,0.23274383448592242
69,0.07079104424044046
70,0.887957328028301
71,0.1442753255666103
72,0.31076154779230714
73,0.10305854952840246
74,0.35580999195012375
75,0.09828622630576175
76,0.1906607233341332
77,0.17336377497075747
78,0.1186454392746726
79,0.08006019140109213
80,0.07912355898127513
81,0.08117238036443246
82,0.0970239734354354
83,0.06819449811373254
84,0.07982279428238366
85,0.1404057995186122
86,0.06832466676295158
87,0.3010376695942402
88,0.06819449811373254
89,0.16023346305174832
90,0.11195760899484938
91,0.2660536904195018
92,0.09423746556475247
93,0.07451451684563917
94,0.1120814878266766
95,0.0733432242337175
96,0.13355400946897047
97,0.15292339009458553
98,0.2064583486979233
99,0.06819449811373254
100,0.06819449811373254
101,0.25368250124960506
102,0.22795383895588375
103,0.07053102421639751
104,0.2046221137510448
105,0.13355400946897047
106,0.12597312468432856
107,0.6440676870045785
108,0.11706920498043188
109,0.06819449811373254
110,0.09982210972912062
111,0.10539261169117306
112,0.10913452002972002
113,0.08025176214839552
114,0.6198491202535197
115,0.26741566594704486
116,0.07389488070763095
117,0.06819449811373254
118,0.26741566594704486
119,0.06832466676295158
120,0.06819449811373254
121,0.10390761489943424
122,0.13355400946897047
123,0.10607837644250141
124,0.7230006410984363
125,0.06819449811373254
126,0.1135511772596961
127,0.07320424572761047
128,0.06832466676295158
129,0.07344723450880111
130,0.17455731929429705
131,0.12225049175468744
132,0.21779248745502666
133,0.06819449811373254
134,0.23046465486208112
135,0.4042379092110899
136,0.08050731233784843
137,0.3367295208474521
138,0.12222246573851171
139,0.06819449811373254
140,0.07437349698655135
141,0.0709859505844797
142,0.06819449811373254
143,0.06819449811373254
144,0.06819449811373254
145,0.5287540895441223
146,0.06819449811373254
147,0.07320424572761047
148,0.23041833307191276
149,0.06819449811373254
150,0.23234004220745447
151,0.06819449811373254
152,0.06819449811373254
153,0.07313451426845702
154,0.1348430766582493
155,0.07437349698655135
156,0.07437349698655135
157,0.22486872359559473
158,0.06819449811373254
159,0.23459553036195832
160,0.07320424572761047
161,0.07105521418151184
162,0.06819449811373254
163,0.12932887118138547
164,0.20922536639395994
165,0.07320424572761047
166,0.16145470612336965
167,0.5743699576389755
168,0.14989631518426166
169,0.4921831706072127
170,0.06819449811373254
171,0.06819449811373254
172,0.07320424572761047
173,0.06819449811373254
174,0.21240244023879823
175,0.08796793955117684
176,0.35580999195012375
177,0.10667004080901192
178,0.20508350417844023
179,0.07451451684563917
180,0.08006019140109213
181,0.12838985728335423
182,0.07459359309938443
183,0.13358748754282884
184,0.12145372832311363
185,0.1938846237529437
186,0.10489521466504109
187,0.06819449811373254
188,0.1998642590652504
189,0.1594833060839089
190,0.075047660215012
191,0.06819449811373254
192,0.2037330580534092
193,0.09712959468895219
194,0.21124470658585648
195,0.06819449811373254
196,0.15665429067206274
197,0.1253815760564896
198,0.06832466676295158
199,0.06819449811373254
200,0.06819449811373254
201,0.19344232185569005
202,0.14738308682305787
203,0.7092907564604459
204,0.16818709763090584
205,0.1546559417620992
206,0.10672625629363303
207,0.07815093445886381
208,0.0733432242337175
209,0.23130342657000189
210,0.06819449811373254
211,0.2421470020465309
212,0.14889656463853104
213,0.08113284035036339
214,0.07658271658799311
215,0.12932887118138547
216,0.1834697766188295
217,0.0733432242337175
218,0.2837195984956267
219,0.12308272500848295
220,0.07320424572761047
221,0.06832466676295158
222,0.0733432242337175
223,0.11243224089322984
224,0.09591546857418189
225,0.0733432242337175
226,0.22436110277471824
227,0.06819449811373254
228,0.25905351375526675
229,0.209129256739742
230,0.6440676870045785
231,0.41044469238989284
232,0.09955686682509746
233,0.10432829795354798
234,0.1188316600042596
235,0.06832466676295158
236,0.4826467062715943
237,0.2289294932120769
238,0.06819449811373254
239,0.06819449811373254
240,0.11953249941470609
241,0.1582300166515626
242,0.10786771692971804
243,0.07437349698655135
244,0.15091630044592316
245,0.3051686985730427
246,0.08049819635571094
247,0.12698146239748423
248,0.07320424572761047
249,0.06819449811373254
250,0.5176686365591958
251,0.1967306095221523
252,0.4520218183386149
253,0.06819449811373254
254,0.2209538605554984
255,0.06819449811373254
256,0.06819449811373254
257,0.15387348334177295
258,0.34491983412534755
259,0.13355400946897047
260,0.24692710506166843
261,0.07320424572761047
262,0.12164819672044846
263,0.06819449811373254
264,0.25981509963509025
265,0.2848431091257026
266,0.07372461629637829
267,0.26060135636764437
268,0.15907711851673817
269,0.44607619765792483
270,0.0755719168506593
271,0.15491301447929187
272,0.16451077928034244
273,0.06819449811373254
274,0.06819449811373254
275,0.0733432242337175
276,0.14923229812592168
277,0.1656475187800485
278,0.08322871686491172
279,0.2489928703649743
280,0.18327475698453516
281,0.7422617577968926
282,0.269545827908218
283,0.23451924950471342
284,0.11782807310708268
285,0.06819449811373254
286,0.07079104424044046
287,0.07733457139110327
288,0.12266370393308568
289,0.1821951793321594
290,0.28253237057172614
291,0.4314041768379295
292,0.06819449811373254
293,0.17084666874579987
294,0.09535951917582441
295,0.06819449811373254
296,0.14335240052367534
297,0.06819449811373254
298,0.15237818203595144
299,0.07182353179843158
300,0.08018944492531446
301,0.3271565940631412
302,0.06819449811373254
303,0.11231163183527651
304,0.08118997185934303
305,0.5520286859573141
306,0.12225049175468744
307,0.06819449811373254
308,0.887957328028301
309,0.39945366393595994
310,0.06819449811373254
311,0.5767756285857993
312,0.06819449811373254
