Id,Probability
1,0.5496519106515025
2,0.6120521517674099
3,0.507088466497393
4,0.6985015133335059
5,0.6826331154688567
6,0.4114074031495962
7,0.5334005974154508
8,0.3796708351773659
9,0.36704946722491166
10,1.0
11,0.6447700010058479
12,0.5475886407519707
13,0.3949134698082499
14,0.6847108596052615
15,0.5194897953598375
16,0.6690533622240884
17,0.41536280478636733
18,0.6084267357985987
19,0.7008902720216668
20,0.5828089972789612
21,0.5605229007841726
22,0.455153189102911
23,0.40733359487382065
24,0.6158174847365865
25,0.6312965921203865
26,0.5161524596116736
27,0.5408041803804898
28,0.4040483100125852
29,0.6867198148163398
30,0.5733768381369754
31,0.5608315647188736
32,0.4683148960449596
33,0.46713250339803614
34,0.4722967779204088
35,0.6656325133456277
36,0.5777666954504445
37,0.6882393372469925
38,0.49907583476174927
39,0.635895894723085
40,0.6667021937208996
41,0.867557444046189
42,0.7368292702265182
43,0.5870786555235056
44,0.48720730738811974
45,0.5047329472590959
46,0.2900879578602295
47,0.27883189082427773
48,0.5645715844352917
49,0.5975638538585436
50,0.5597377628855407
51,0.5141487703258448
52,0.26248706060608595
53,0.6041307045048245
54,0.571449131707397
55,0.6557155191455213
56,0.6187439344645033
57,0.36562286501042657
58,0.7043721940207577
59,0.4863320043759843
60,0.7172688135704509
61,0.3480047423903634
62,0.563042066938038
63,0.6734811601223241
64,0.4346997870282855
65,0.5964323147141516
66,0.42582273588843833
67,0.603975963613463
68,0.5927772806944069
69,0.458130514995507
70,1.0
71,0.4941268649661137
72,0.6376087114834953
73,0.36869715091814576
74,0.6654089138682564
75,0.6004842570796264
76,0.44822588056898605
77,0.5931430950638715
78,0.6705776566678642
79,0.47294860148951173
80,0.7046054679006113
81,0.5342606872485015
82,0.5288784508557196
83,0.6947277264597957
84,0.2968431639400101
85,0.6288037180909776
86,0.5691675027339346
87,0.7058423349897412
88,0.5737427409047454
89,0.6868445376009643
90,0.6937809231235306
91,0.6417480065679554
92,0.5785160620672455
93,0.5817158053919148
94,0.5053128118023207
95,0.48278259718111843
96,0.9152767387266889
97,0.5338354702444353
98,0.6347317410673032
99,0.5015732413148122
100,0.6695920866967314
101,0.5164648153998885
102,0.6520061614073238
103,0.43287984381720657
104,0.6205964732617714
105,0.7193614635183899
106,0.685480435480727
107,0.7502054165602545
108,0.35969146043217826
109,0.48488914214696793
110,0.597132972281476
111,0.4357375344663283
112,0.6931446656842181
113,0.6551120945682211
114,0.6864887422942368
115,0.6301896143458411
116,0.47675150038259423
117,0.40947203157250023
118,0.6445953792086957
119,0.618624082838458
120,0.4703718149116147
121,0.4896011014728849
122,0.6259552806969554
123,0.5693186433842559
124,0.6805340100200911
125,0.5460768956862881
126,0.5603915211489172
127,0.2194541777775544
128,0.5760217864525412
129,0.44524558982011936
130,0.7060614089263958
131,0.5039223311860164
132,0.6516292743440278
133,0.41938904462472903
134,0.4907870055404086
135,0.46293381097875336
136,0.351929499055298
137,0.6490789484666559
138,0.6103801339572351
139,0.4630627461789745
140,0.6701982132650937
141,0.31118703783530444
142,0.4767244390385183
143,0.29073849868295043
144,0.607612207221876
145,0.65636507708935
146,0.638445904373834
147,0.32053254478319904
148,0.634204705919052
149,0.4314954859312008
150,0.5726453481482632
151,0.39149020898234027
152,0.6097105289954738
153,0.38011295580654064
154,0.4572161734791809
155,0.5582528978712181
156,0.6336133756830054
157,0.6581547916319899
158,0.4353921105687972
159,0.557173888127421
160,0.6046201332572579
161,0.41854649946593586
162,0.522463852799995
163,0.5620044252380505
164,0.564117726327763
165,0.4855151774910142
166,0.5147219584504963
167,0.6296841171618338
168,0.6643139122724339
169,0.574977338969323
170,0.4831608106986013
171,0.3038952272505052
172,0.43467877845755126
173,0.6340944981711878
174,0.6711878352421655
175,0.6006138361696979
176,0.5634624942779206
177,0.544945442443456
178,0.5179267904668267
179,0.5139958817209429
180,0.4801089485856338
181,0.7465788419108931
182,0.5566122959817432
183,0.5378905362156896
184,0.458012258542711
185,0.5849681035012629
186,0.38788291007327796
187,0.4864679645553093
188,0.5398799853483351
189,0.5293919811758797
190,0.6078615920009026
191,0.47684405697804955
192,0.559796235082169
193,0.5497210292762678
194,0.40442428776286
195,0.5633147945569936
196,0.6054225560677863
197,0.33084514646674185
198,0.4813826466703995
199,0.5083208978368567
200,0.34042796876652953
201,0.6703063150532492
202,0.3295443246268576
203,0.685992681812095
204,0.3713890117259812
205,0.35879497654241155
206,0.39653091275951446
207,0.6344292135128428
208,0.43619437869087513
209,0.6336852921930447
210,0.2654539666656388
211,0.6802407424196312
212,0.6619935997753427
213,0.46526456503363567
214,0.48840596200829206
215,0.6493023020758827
216,0.6456482076239715
217,0.4860615080455011
218,0.6474560621215057
219,0.5457940129097955
