Id,Probability
1,0.19872995513599406
2,0.3460864731826522
3,0.06370225676119305
4,0.30162081347242026
5,0.2820913160100909
6,0.16786131942736268
7,0.39021665284378443
8,0.12183377306540474
9,0.013179255996820446
10,0.7942372409668347
11,0.028214044489911886
12,0.05095777460590632
13,0.020409025843684984
14,0.2717260178218341
15,0.2572011202864007
16,0.03959298638103867
17,0.19095375559756125
18,0.06153533815359393
19,0.5252187448875485
20,0.36260543971976306
21,0.03173970737475998
22,0.06144665108701939
23,0.02076413474122645
24,0.7465853651427727
25,0.39408119529457475
26,0.10768670137633889
27,0.25747112485573137
28,0.05895858622101263
29,0.2263367514636101
30,0.08684216065288464
31,0.23413012574910938
32,0.01576018782712365
33,0.03118140879379007
34,0.23741519105574058
35,0.5522923860568751
36,0.25912973085307744
37,0.18981396096661132
38,0.1219223647962576
39,0.033937547517012466
40,0.1575300652750058
41,0.4767045407455879
42,0.5787746188120084
43,0.24250518936563703
44,0.028736349809136676
45,0.18212826486642264
46,0.020488761213382087
47,0.018023164572595944
48,0.18494077776418244
49,0.03595160671216836
50,0.2608505345928687
51,0.04133350415993021
52,0.06241617417191411
53,0.03122023780476525
54,0.15014490202306902
55,0.043925396131857274
56,0.3622369724304972
57,0.038863556834729085
58,0.3732012899625514
59,0.38609046608438363
60,0.41544130682269936
61,0.12394638843027567
62,0.03298311165913686
63,0.029900924413835024
64,0.01748366160157377
65,0.03884938816516323
66,0.06380868958026938
67,0.049376312183901705
68,0.24810657821746016
69,0.024511921933890693
70,0.7965534275795778
71,0.11077369877351172
72,0.2788292989747198
73,0.04226009061580562
74,0.40575588076012364
75,0.07848028201934261
76,0.1338745376144909
77,0.2989842409953291
78,0.13264846254910834
79,0.05979883746752726
80,0.08731193030752904
81,0.048894650935518064
82,0.059770825900154013
83,0.046321933619554556
84,0.032045751271100896
85,0.1709411658682501
86,0.034502481953435464
87,0.3023320958073177
88,0.022052087624868103
89,0.12382761520100445
90,0.0752920437641939
91,0.3108995188751729
92,0.09101820751480685
93,0.049893590425390384
94,0.07466797673724908
95,0.02222075100494942
96,0.134285417472332
97,0.22318313748234622
98,0.33307482987555753
99,0.032230370306213764
100,0.038646891121279676
101,0.1988673375999327
102,0.341644126057937
103,0.028000306808942384
104,0.256397916810404
105,0.1275182673761055
106,0.086394401621561
107,0.6973183785687616
108,0.07973190509677837
109,0.022254300891896315
110,0.07739440408377045
111,0.0868818563060133
112,0.136524726962691
113,0.08927751158948488
114,0.64685613336791
115,0.26130324275281813
116,0.036583945577316215
117,0.013377509826897095
118,0.26130324275281813
119,0.03015273346065395
120,0.021866057109794026
121,0.06938758143894162
122,0.13505515915253433
123,0.06421791586883412
124,0.7233169155863406
125,0.02142749860916679
126,0.08505362007723222
127,0.015766616703040123
128,0.04101367401092768
129,0.03355688361650321
130,0.22028879038504307
131,0.07335593904927568
132,0.3177931952144721
133,0.023389792685043657
134,0.2285968085838877
135,0.40303887128575155
136,0.03961506791343027
137,0.41763902732912506
138,0.07200155735989677
139,0.019627497353905517
140,0.03355320422079509
141,0.014991831277704393
142,0.028786046909246986
143,0.020457234513473956
144,0.03442610414907491
145,0.5791932276418011
146,0.03252285203995811
147,0.02292373605645345
148,0.20095156247748164
149,0.023801510640527532
150,0.24178668733587996
151,0.009483324620405503
152,0.018768075036120154
153,0.03866340221089288
154,0.1099609481318883
155,0.0607924902163817
156,0.0662097442568763
157,0.40787746170884
158,0.019999881788015685
159,0.26204640966380244
160,0.052829577544599784
161,0.014316417837298761
162,0.023794294699587226
163,0.09572519588672952
164,0.35935582034520536
165,0.026968705761031386
166,0.11797522205227835
167,0.8421515622043197
168,0.15718046274984138
169,0.5713797270661198
170,0.02259228749145922
171,0.01173900804327353
172,0.040580628539555484
173,0.03245730435286445
174,0.17118627419952792
175,0.08735645831004728
176,0.49830531258519295
177,0.07639203272161929
178,0.2923497714751431
179,0.065945533856063
180,0.04533596107569401
181,0.12226662465874492
182,0.027210063476837965
183,0.1520044388333007
184,0.07557559451792398
185,0.3825129070702944
186,0.045130711901130736
187,0.025390733903176886
188,0.17239987816327132
189,0.15710297819548763
190,0.07047586863431146
191,0.035509259859870815
192,0.28601671383806393
193,0.09706955920024264
194,0.2519063676386981
195,0.021405755334831335
196,0.23000186637491793
197,0.06640621285832572
198,0.030004964273988476
199,0.024091650544737466
200,0.03262774062668235
201,0.27065886287326646
202,0.14737251941146626
203,0.6037390907690711
204,0.11786156893388747
205,0.1475454520361834
206,0.047202212615852675
207,0.08043683552492092
208,0.033466336133193574
209,0.3379719383354971
210,0.0226561573721923
211,0.2027640455590632
212,0.2143684314832676
213,0.054326004436855146
214,0.035021957207378725
215,0.08407978717122915
216,0.19391581819175865
217,0.039615815668550027
218,0.3658212794941427
219,0.08614091433677011
220,0.017466333344475685
221,0.03779800488712739
222,0.037618201270597104
223,0.07301570149385034
